# Constructed from biom file
#OTU ID	BillFood4	BillFood5	CarolineMouseFecesD1	CarolineSoilRiverside	DhakeniaMFood2	DhakeniaMSoilCentralPark	JayHumanSkinE2	JaySoilLabSt	KeithMouseFecesE1	KeithSoilRiverside	MattMouseFeces	MattSoilRiverside	OmControl	OmFood1	OmMouseFecesC2	RuichaoFood3	RuichaoHumanSkinD1	VeshHumanSkin	VeshSoilRiverside
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Congzhengia	0.0	0.0	0.0	0.0	0.0	318.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;__;__;__	0.0	415.0	0.0	0.0	0.0	435.0	0.0	217.0	0.0	416.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	330.0
k__Pseudomonadati;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Vicinamibacter	0.0	1211.0	0.0	63.0	0.0	387.0	0.0	192.0	0.0	318.0	0.0	109.0	0.0	0.0	0.0	3.0	0.0	0.0	311.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;__	0.0	11.0	0.0	82.0	0.0	1831.0	0.0	431.0	0.0	3.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Fonticella	0.0	0.0	0.0	6.0	0.0	298.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Microvirga	0.0	44.0	0.0	0.0	0.0	65.0	0.0	127.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Agrilactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;__	0.0	64.0	0.0	171.0	0.0	11.0	0.0	11.0	0.0	207.0	0.0	272.0	0.0	0.0	0.0	0.0	0.0	0.0	234.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Thermoactinomyces	0.0	0.0	0.0	64.0	0.0	331.0	0.0	5.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacter	0.0	59.0	0.0	0.0	0.0	30.0	0.0	69.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;__	0.0	0.0	0.0	0.0	0.0	454.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Tuberibacillus	0.0	0.0	0.0	91.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Luteitalea	0.0	1603.0	0.0	0.0	0.0	380.0	0.0	270.0	0.0	390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinomycetospora	0.0	0.0	0.0	0.0	0.0	91.0	0.0	61.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0
k__Pseudomonadati;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__Tepidisphaera	0.0	84.0	0.0	8.0	0.0	835.0	0.0	625.0	0.0	76.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;__;__	0.0	161.0	0.0	199.0	0.0	201.0	0.0	21.0	0.0	213.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__	16.0	0.0	0.0	0.0	0.0	0.0	328.0	0.0	0.0	8.0	106.0	0.0	0.0	0.0	0.0	204.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;__	0.0	11.0	0.0	87.0	0.0	236.0	0.0	106.0	0.0	227.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Povalibacter	0.0	36.0	0.0	0.0	0.0	15.0	0.0	22.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0
k__Pseudomonadati;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium	0.0	0.0	0.0	0.0	0.0	274.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Lactobacillales;__;__	0.0	67.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylosphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae;__	0.0	0.0	0.0	172.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;__;__	0.0	0.0	0.0	40.0	0.0	400.0	0.0	170.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0
k__Pseudomonadati;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__Anaerohalosphaera	0.0	0.0	2.0	0.0	0.0	755.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Symmachiella	0.0	45.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	0.0	0.0	0.0	38.0	0.0	129.0	0.0	121.0	0.0	88.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Bacteroidota;__;__;__;__	0.0	0.0	0.0	7.0	0.0	657.0	0.0	210.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus	0.0	0.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Ferritrophicales;f__Ferritrophicaceae;g__Ferritrophicum	0.0	25.0	0.0	0.0	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ectobacillus	0.0	0.0	0.0	18.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Gehongia	0.0	0.0	0.0	0.0	0.0	80.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Prauserella	0.0	32.0	0.0	0.0	0.0	48.0	0.0	38.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Lacticigenium	0.0	54.0	0.0	0.0	0.0	43.0	0.0	56.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Citrifermentans	0.0	0.0	0.0	0.0	0.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Negativicutes;o__Selenomonadales;__;__	0.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Planifilum	0.0	0.0	0.0	82.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Metalysinibacillus	0.0	0.0	0.0	50.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	0.0	0.0	0.0	12.0	0.0	190.0	0.0	62.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;__	0.0	37.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.0
k__Bacillati;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Thermanaerothrix	0.0	31.0	0.0	0.0	0.0	301.0	0.0	113.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
k__Pseudomonadati;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	0.0	71.0	0.0	25.0	0.0	47.0	0.0	20.0	0.0	81.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0
k__Bacillati;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter	0.0	0.0	0.0	84.0	0.0	57.0	0.0	78.0	0.0	56.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Skermanella	0.0	16.0	0.0	0.0	0.0	162.0	0.0	56.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Lachnospirales;__;__	0.0	0.0	0.0	0.0	0.0	204.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	0.0	6.0	0.0	63.0	0.0	609.0	0.0	46.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Reticulibacteraceae;g__Reticulibacter	0.0	0.0	0.0	85.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Ornatilinea	0.0	8.0	0.0	0.0	0.0	430.0	0.0	60.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Terricaulis	0.0	22.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0
k__Pseudomonadati;p__Pseudomonadota;__;__;__;__	0.0	123.0	0.0	11.0	0.0	1004.0	0.0	90.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Pimelobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0
k__Pseudomonadati;p__Verrucomicrobiota;c__Terrimicrobiia;o__Terrimicrobiales;f__Terrimicrobiaceae;g__Terrimicrobium	0.0	275.0	0.0	0.0	0.0	181.0	0.0	10.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0
k__Pseudomonadati;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;__	0.0	21.0	0.0	0.0	0.0	164.0	0.0	427.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Amaricoccus	0.0	85.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerobacterium	0.0	0.0	0.0	7.0	0.0	1260.0	0.0	450.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Myxococcota;c__Myxococcota;o__Polyangiales;f__Polyangiaceae;g__Aetherobacter	0.0	0.0	0.0	0.0	0.0	91.0	0.0	50.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Symbiobacteriaceae;g__Symbiobacterium	0.0	0.0	0.0	317.0	0.0	45.0	0.0	11.0	0.0	0.0	0.0	381.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium	0.0	0.0	0.0	8.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter	0.0	0.0	0.0	0.0	0.0	66.0	0.0	257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Manganibacter	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;__	0.0	130.0	0.0	90.0	0.0	71.0	0.0	39.0	0.0	51.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0
k__Pseudomonadati;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Archangiaceae;__	0.0	36.0	0.0	0.0	0.0	21.0	0.0	30.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	0.0	0.0	0.0	60.0	0.0	178.0	0.0	0.0	0.0	14.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
k__Pseudomonadati;p__Planctomycetota;__;__;__;__	0.0	2.0	0.0	0.0	0.0	387.0	0.0	174.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
k__Pseudomonadati;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;__	0.0	442.0	0.0	5.0	0.0	125.0	0.0	76.0	0.0	112.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola	0.0	96.0	0.0	0.0	0.0	44.0	0.0	71.0	0.0	208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Ammoniphilus	0.0	0.0	0.0	44.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Massilibacillus	0.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Calditerricola	0.0	0.0	0.0	74.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Vulcanimicrobiota;c__Vulcanimicrobiia;o__Vulcanimicrobiales;f__Vulcanimicrobiaceae;g__Vulcanimicrobium	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermomicrobiota;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;g__Nitrolancea	0.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;__	0.0	107.0	0.0	0.0	0.0	97.0	0.0	42.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;__	0.0	0.0	0.0	191.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;__	0.0	0.0	0.0	0.0	0.0	57.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Caldicoprobacterales;f__Xylanivirgaceae;g__Xylanivirga	0.0	0.0	0.0	11.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;__;__	0.0	0.0	0.0	0.0	0.0	115.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Saccharococcus	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermomicrobiota;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;__	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0
k__Bacillati;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;__;__	0.0	32.0	0.0	51.0	0.0	61.0	0.0	59.0	0.0	174.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;__	0.0	41.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Thermincolaceae;g__Thermincola	0.0	0.0	0.0	0.0	0.0	42.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus	0.0	0.0	0.0	56.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinoallomurus	0.0	0.0	0.0	82.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Virgisporangium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;__	0.0	123.0	0.0	0.0	0.0	119.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sphingosinicella	0.0	0.0	0.0	0.0	0.0	32.0	0.0	62.0	0.0	35.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;__;__	0.0	0.0	0.0	10.0	0.0	0.0	0.0	80.0	0.0	65.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0
k__Bacillati;p__Bacillota;c__Bacillota;o__Bacillota;f__Bacillota;g__Capillibacterium	0.0	0.0	0.0	221.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;__;__	0.0	0.0	0.0	0.0	0.0	127.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Rhabdothermincola	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0
k__Thermoproteati;p__Nitrososphaerota;__;__;__;__	0.0	0.0	0.0	0.0	0.0	303.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Seinonella	0.0	99.0	0.0	0.0	0.0	20.0	0.0	26.0	0.0	137.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Pseudobacteroides	0.0	0.0	0.0	0.0	0.0	102.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;__;__	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiales;g__Pseudorhodoplanes	0.0	44.0	0.0	0.0	0.0	106.0	0.0	73.0	0.0	18.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;__;__	0.0	60.0	0.0	19.0	0.0	110.0	0.0	124.0	0.0	35.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
k__Pseudomonadati;p__Myxococcota;__;__;__;__	0.0	26.0	0.0	99.0	0.0	47.0	0.0	33.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora	0.0	0.0	0.0	0.0	0.0	27.0	0.0	17.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
k__Bacillati;p__Bacillota;c__Tissierellia;o__Tissierellia;f__Tissierellia;g__Sedimentibacter	0.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
